kegg,entrez,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,name
dre03010,337010,1774.5002267624866,0.07514026316716736,0.12524303510284795,0.5999556231247762,0.548535810827122,0.9914324241520075,rpl7a,ribosomal protein L7a
dre03010,337090,2428.743143786471,-0.03011299381069457,0.10081824560678099,-0.2986859534150551,0.7651796756372198,0.9914324241520075,rpl4,ribosomal protein L4
dre03010,337148,736.2965227422344,0.04491711424845414,0.08723132453741417,0.5149195485297126,0.6066092399169238,0.9914324241520075,rps15,ribosomal protein S15
dre03010,337240,1320.4384940784007,0.06502900930332073,0.10727475352889822,0.6061911788574083,0.5443878097116188,0.9914324241520075,rps3a,ribosomal protein S3A
dre03010,337810,1048.3572058880156,0.05480835159927062,0.09398979721136498,0.5831308634065586,0.559805208368551,0.9914324241520075,rps27a,ribosomal protein S27a
dre03010,378961,1105.7166118271266,0.029632926801848633,0.10814688136193598,0.27400629984581704,0.7840797803011649,0.9914324241520075,rpl13,ribosomal protein L13
dre03010,393686,1429.1058074433442,0.1331791274892506,0.10284372183763894,1.2949660427449587,0.1953319439037441,0.7283028961552632,rpl8,ribosomal protein L8
dre03010,393710,578.8298362579909,0.025061432035272183,0.07690110237264898,0.3258917136691873,0.7445062852928256,0.9914324241520075,faua,FAU ubiquitin like and ribosomal protein S30 fusion a
dre03010,393715,413.44574292911364,0.02965370221008581,0.10629754711663131,0.2789688286743749,0.7802687465870971,0.9914324241520075,rps26l,"ribosomal protein S26, like"
dre03010,393723,613.0338780462544,0.07523785326376965,0.09586388143209515,0.7848404648320455,0.4325471117751616,0.948798366072454,rps19,ribosomal protein S19
dre03010,393725,1256.3301559751342,0.006522795477839073,0.0896990502870647,0.07271866822406826,0.9420299927836371,0.9938743186454019,rps7,ribosomal protein S7
dre03010,393738,408.2469329932793,0.08465760547389306,0.09051548021783966,0.9352831722281237,0.3496423851872451,0.8943543138310265,rps27.2,"ribosomal protein S27, isoform 2"
dre03010,393788,665.9062471345272,-0.09574243657920378,0.10569090120742056,-0.9058720806184375,0.3650035634523547,0.907229595852871,rps25,ribosomal protein S25
dre03010,393818,405.722573747576,0.07426097830101065,0.0868950827688042,0.8546050701003618,0.3927698198252522,0.9241754345261325,rps17,ribosomal protein S17
dre03010,394027,2295.4136203996914,0.22660705596883662,0.13193749466020593,1.7175334165048706,0.0858817542080428,0.49424740088046776,rpsa,ribosomal protein SA
dre03010,394035,1020.6273668284347,0.1423396698431131,0.10950934910527238,1.2997946842536763,0.19367134790346419,0.7259208446157677,rpl18a,ribosomal protein L18a
dre03010,394036,533.7754499662002,0.0662292811635699,0.11069272325262113,0.5983164856503034,0.5496287786210954,0.9914324241520075,rpl28,ribosomal protein L28
dre03010,394097,808.3185104363265,-0.08089528860940803,0.03313939956447354,-2.4410607818051804,0.014644189784988586,0.188755624952485,rpl34,ribosomal protein L34
dre03010,394121,675.4604209299683,0.23226721975044778,0.12323807880008276,1.8847033482827371,0.059469900067706395,0.40954383859268717,rps10,ribosomal protein S10
dre03010,394122,24.7772600914662,0.22959068262464294,0.11289372866495177,2.033688543550782,0.04198300798424966,0.342599502618402,mrpl14,mitochondrial ribosomal protein L14
dre03010,394166,434.9843546789787,0.09679205855732287,0.11432572955419207,0.8466340773398872,0.3971991135138861,0.9260328863873358,rps21,ribosomal protein S21
dre03010,394194,652.4231694784288,-0.05782322111217856,0.07496577923077752,-0.771328220762881,0.44051240905361533,0.9531978504024889,rps24,ribosomal protein S24
dre03010,405888,460.44195012208456,7.049308921648033e-4,0.0823412874671685,0.008561086592748221,0.9931693246232601,0.9985621147617396,rpl36,ribosomal protein L36
dre03010,405889,433.865657284811,0.1015933147793741,0.07949943707956028,1.2779123791493394,0.20128032272827168,0.7353178182417702,rps29,ribosomal protein S29
dre03010,406266,399.4571082476728,-0.02013004037303528,0.0778443021469087,-0.2585936262238645,0.7959488015535234,0.9914324241520075,rsl24d1,ribosomal L24 domain containing 1
dre03010,406307,442.1863011003036,0.05648861946671805,0.11522439961591273,0.49024876376024834,0.6239578781733524,0.9914324241520075,rps28,ribosomal protein S28
dre03010,406387,0,NA,NA,NA,NA,NA,rpl26,ribosomal protein L26
dre03010,406485,1163.5747124022867,0.2271342985111612,0.10127872236171197,2.2426655196139054,0.024918391710989616,0.25545010592121326,rps20,ribosomal protein S20
dre03010,406489,825.9013206349988,-0.06136753687479605,0.10066305542272058,-0.6096331630019729,0.5421048383490827,0.9914324241520075,rpl19,ribosomal protein L19
dre03010,406565,2504.911418566999,0.23317262044767975,0.13192240704577632,1.7674982261866263,0.07714482581537427,0.4671064403355626,rps2,ribosomal protein S2
dre03010,406686,684.5106678373529,0.1319482166910937,0.10663834317540097,1.2373430865674884,0.21595973829023274,0.7567860922383165,rps11,ribosomal protein S11
dre03010,407690,1196.5114157886173,0.040712107574798775,0.09823913044400966,0.41441844396212574,0.6785676836858858,0.9914324241520075,rps8a,ribosomal protein S8a
dre03010,415142,63.69576297113201,0.1529559696407075,0.07236943252650746,2.1135438582399115,0.03455424528222574,0.3086192610793791,mrpl23,mitochondrial ribosomal protein L23
dre03010,415159,596.564291803948,0.08255643495093117,0.08451358204948234,0.9768422181253036,0.32864727148085,0.8789448142510012,rpl37,ribosomal protein L37
dre03010,415168,550.0010066074738,0.048093570601727656,0.08968980555976294,0.5362211491213625,0.5918057185519023,0.9914324241520075,rpl39,ribosomal protein L39
dre03010,415169,631.2422581608397,0.17497980663601712,0.12029336260759076,1.4546089895817371,0.14577754088502118,0.641751801078578,rps13,ribosomal protein S13
dre03010,415196,1275.006073681296,-0.046138301072222374,0.08318379297929927,-0.5546549324061736,0.5791307077444576,0.9914324241520075,rpl5b,ribosomal protein L5b
dre03010,415229,881.809330691718,0.10715854883897928,0.10757161771695242,0.9961600570230335,0.31917238332018505,0.8714204931771771,rpl11,ribosomal protein L11
dre03010,436674,39.202623133689606,-0.004166408562733784,0.10764914866122569,-0.03870359045611746,0.969126710785895,0.9957805033087753,mrpl24,mitochondrial ribosomal protein L24
dre03010,436759,369.30007217296287,-0.01987768598813678,0.09158608994176881,-0.21703826422522432,0.8281785250562419,0.9914324241520075,rpl38,ribosomal protein L38
dre03010,436760,590.3255160225143,0.029053764438620934,0.08026941965701921,0.36195308951732663,0.7173870860736478,0.9914324241520075,rpl35a,ribosomal protein L35a
dre03010,436829,66.70899983399607,-0.22604025188515373,0.09299180103083199,-2.4307546405108202,0.015067414183782378,0.19125342776460133,mrpl11,mitochondrial ribosomal protein L11
dre03010,445028,1360.9219637700498,0.00606915585465361,0.09500094956898901,0.06388521253933606,0.9490616269090304,0.9940530636219402,rps6,ribosomal protein S6
dre03010,445038,1157.4788138438037,0.06765693110180131,0.07498267394118985,0.9023008589273004,0.36689706943049805,0.9080625969429347,rpl18,ribosomal protein L18
dre03010,445040,337.9387364481128,0.013903819797799272,0.09332306010472861,0.14898589675688073,0.8815647615157844,0.9914324241520075,rpl29,ribosomal protein L29
dre03010,445041,67.1217118672793,-0.031049350469446436,0.06419282932396109,-0.48368876705449604,0.6286067663584842,0.9914324241520075,mrpl15,mitochondrial ribosomal protein L15
dre03010,445053,1652.8415553928573,0.16873276120000896,0.09074339803037197,1.8594494460471254,0.06296345865997477,0.42340387666361057,rpl15,ribosomal protein L15
dre03010,445150,41.85045122783815,0.04079528283310851,0.09519910819089639,0.42852589281933673,0.6682682863833248,0.9914324241520075,mrpl19,mitochondrial ribosomal protein L19
dre03010,447945,23.532218083779544,0.35689799293902896,0.14171548417810795,2.518412119952113,0.011788529709869667,0.16462263206067487,mrpl17,mitochondrial ribosomal protein L17
dre03010,449547,1270.91944581364,0.04713026363577156,0.0961885027341433,0.48997813975788285,0.6241493677657939,0.9914324241520075,rps4x,ribosomal protein S4 X-linked
dre03010,450009,41.11533488030822,-0.0418187811142819,0.08244130163923508,-0.5072552262369874,0.6119757498234621,0.9914324241520075,mrps16,mitochondrial ribosomal protein S16
dre03010,493604,0,NA,NA,NA,NA,NA,mrpl16,mitochondrial ribosomal protein L16
dre03010,541327,0,NA,NA,NA,NA,NA,zgc:114188,zgc:114188
dre03010,541330,13.29076289706542,0.04883465599235509,0.13677988053052334,0.3570309887897388,0.721068606851889,0.9914324241520075,mrpl10,mitochondrial ribosomal protein L10
dre03010,550391,76.46404981809984,0.09556236515568348,0.0735552068553258,1.299192392234626,0.1938779117066552,0.7263150562267574,mrpl12,mitochondrial ribosomal protein L12
dre03010,552972,34.97669630221874,0.1744194435340527,0.09889730614974013,1.763642007295575,0.07779227056495659,0.46941128178609487,mrpl34,mitochondrial ribosomal protein L34
dre03010,553284,42.976188551290065,-0.13416980000011744,0.07034615894165658,-1.9072796868894386,0.056484379199084986,0.39932311117327807,mrpl1,mitochondrial ribosomal protein L1
dre03010,553555,75.99886652723451,-0.12719498003072202,0.07550498813727098,-1.6845904246680583,0.09206762003778357,0.511619722970914,mrpl13,mitochondrial ribosomal protein L13
dre03010,553580,31.043577941900793,-0.23425229078058069,0.10406919588239824,-2.2509282289957713,0.024390083476561332,0.2528716670589509,mrps17,mitochondrial ribosomal protein S17
dre03010,553709,26.365887499381497,0.17430745086713176,0.1401572302450177,1.2436565032172362,0.21362601104017015,0.7533156153929476,mrpl27,mitochondrial ribosomal protein L27
dre03010,553771,50.789135951045814,0.050987540740002925,0.0891128436343593,0.5721682606068652,0.5672079878670993,0.9914324241520075,mrpl4,mitochondrial ribosomal protein L4
dre03010,553799,40.415748591758074,0.029907959613487477,0.09222750903049673,0.32428458632226376,0.7457225880460199,0.9914324241520075,mrpl30,mitochondrial ribosomal protein L30
dre03010,554098,51.13421298798944,0.0027041038335226955,0.08375379097917685,0.0322863455123482,0.974243698231631,0.9968857759141956,mrpl28,mitochondrial ribosomal protein L28
dre03010,554155,502.1733965376361,-0.0018310530129020044,0.0844720208415923,-0.02167644380540771,0.982706054477714,0.997965909203948,rps27.1,"ribosomal protein S27, isoform 1"
dre03010,556272,60.90688733342946,0.0624805104701683,0.07085300938202889,0.8818328397779505,0.37786720987862044,0.9158876691138336,mrps11,mitochondrial ribosomal protein S11
dre03010,556556,738.0402335080535,0.003595520469999417,0.0997336007421646,0.03605124494897867,0.9712414979261534,0.9961674662930404,rpl32,ribosomal protein L32
dre03010,557397,317.20884521766993,-0.07611459593183838,0.09649099648496041,-0.7888258874360572,0.4302137768862908,0.9475679488960762,rpl22,ribosomal protein L22
dre03010,558080,0,NA,NA,NA,NA,NA,mrps18a,mitochondrial ribosomal protein S18A
dre03010,558312,708.4172222968676,0.07628772826215212,0.08985521909539594,0.8490072032561656,0.39587728409509093,0.9257209628597378,rplp2l,"ribosomal protein, large P2, like"
dre03010,560828,1016.317019268461,0.04982014378817116,0.11861091542698896,0.42003000827388426,0.6744635320300076,0.9914324241520075,rpl13a,ribosomal protein L13a
dre03010,562703,106.05904980301666,-0.07745274436720745,0.07016237438626242,-1.103907116096294,0.269633431678011,0.8252981845831786,mrps5,mitochondrial ribosomal protein S5
dre03010,565937,22.267833964705844,-0.1731458959416124,0.1353718637281982,-1.27903902017082,0.2008833154708605,0.7350192065675811,mrps10,mitochondrial ribosomal protein S10
dre03010,569841,18.496209491648166,-0.09982979932558697,0.1339287604459796,-0.7453947829663778,0.4560330968053863,0.962320537255675,mrps18c,mitochondrial ribosomal protein S18C
dre03010,571648,108.92694621503391,0.06280756673171034,0.1280210662617656,0.4906033715051807,0.6237070013652709,0.9914324241520075,mrpl2,mitochondrial ribosomal protein L2
dre03010,572170,30.506222932546287,-0.05702570669364111,0.1058883309821009,-0.53854571287256,0.5902003547499018,0.9914324241520075,mrpl9,mitochondrial ribosomal protein L9
dre03010,58101,2711.6127319486263,0.2496410024313347,0.13026729890903563,1.9163750574551832,0.055317373305300295,0.3943675388181033,rplp0,"ribosomal protein, large, P0"
dre03010,619204,45.0547233020833,0.30779122406529785,0.16191892236285635,1.9008971871462017,0.05731548061207822,0.40242029132495966,mrps7,mitochondrial ribosomal protein S7
dre03010,641289,672.6722450025889,0.05342420589727752,0.0906568890777214,0.589301115897284,0.555659296435744,0.9914324241520075,uba52,ubiquitin A-52 residue ribosomal protein fusion product 1
dre03010,677758,663.8648740465711,0.06987077162116787,0.09074063998823904,0.7700052769103664,0.4412967624837842,0.95373516696538,rpl31,ribosomal protein L31
dre03010,735250,182.7241058985856,-0.1258136893456651,0.0627720982768917,-2.004293193939335,0.04503866251721875,0.35605957751956085,rpl22l1,ribosomal protein L22-like 1
dre03010,751639,12.104911751971683,0.3517114490935978,0.16166767142951502,2.175521215736316,0.029591080031024612,0.2824097436317028,mrps14,mitochondrial ribosomal protein S14
dre03010,751640,122.78578617536125,0.27895299288504977,0.12777977873850865,2.1830761927981213,0.02903019946870442,0.2792519187611336,mrpl20,mitochondrial ribosomal protein L20
dre03010,751681,93.38895081238405,-5.8698399872361e-4,0.07857479690121577,-0.0074703851854885,0.9940395504360917,0.9985734669588766,mrps9,mitochondrial ribosomal protein S9
dre03010,751730,25.71182282243799,0.21719264628098287,0.11608345865482367,1.8710042653605734,0.06134448981138512,0.4165965170191949,mrpl32,mitochondrial ribosomal protein L32
dre03010,751746,96.35923499810234,0.09690382771687764,0.09516012940688871,1.0183238328999444,0.30852408586829666,0.8608648179328721,mrps6,mitochondrial ribosomal protein S6
dre03010,767758,16.123231934795818,0.09753357167573806,0.17451954535199993,0.558869045177812,0.5762510966254517,0.9914324241520075,mrpl35,mitochondrial ribosomal protein L35
dre03010,767765,674.7353830579435,0.07872350015814625,0.10106762071208261,0.7789190999401342,0.43602737197436076,0.9511807173177115,rps16,ribosomal protein S16
dre03010,768187,43.27546672160582,-0.06294892475589872,0.07790160218011469,-0.8080568691046407,0.41905784514370314,0.9405213299740165,mrpl18,mitochondrial ribosomal protein L18
dre03010,768305,44.6801395801372,-0.06619432124157268,0.10692675227512445,-0.6190623004358489,0.5358753176512361,0.9914324241520075,mrpl21,mitochondrial ribosomal protein L21
dre03010,791211,38.49316587142503,0.0970772374749361,0.11279413403330285,0.8606585644451485,0.38942612055675735,0.9222482443089448,mrps2,mitochondrial ribosomal protein S2
dre03010,793878,30.571303800077935,0.1566965314925608,0.09998641988880558,1.5671781394595612,0.11707305869069799,0.576589976003129,si:dkey-17e16.10,si:dkey-17e16.10
